movie,metascore,rating,runtime,genre1,release_date,release_year,rat_avg,rat_count,rat_poscount,rat_mixcount,rat_negcount,prodbudget,adbudget,franchise,source,domgross,intlgross,distributor
The League of Extraordinary Gentlemen,30,PG-13,110,Action,11jul2003,2003,4.5,86,37,6,43,78000000,,,Based on Comic/Graphic Novel,66465204,112800000,20th Century Fox
How to Deal,45,PG-13,101,Drama,18jul2003,2003,7.2,13,9,1,3,16000000,,,Based on Book/Short Story,14195227,112905,New Line
The Anarchist Cookbook,36,R,101,Drama,18jul2003,2003,7.2,26,19,0,7,,,,Original Screenplay,14369,,Innovation Film Group
Masked and Anonymous,32,PG-13,106,Drama,24jul2003,2003,7.6,27,21,1,5,7500000,,,Original Screenplay,533569,,Sony Pictures
Seabiscuit,72,PG-13,141,Drama,25jul2003,2003,7.3,56,47,4,5,86000000,,,Based on Book/Short Story,120277854,28058591,Universal
Camp,55,PG-13,114,Drama,25jul2003,2003,8.1,18,16,0,2,,,,Original Screenplay,1629862,1020494,IFC Films
The Secret Lives of Dentists,76,R,104,Drama,01aug2003,2003,6.6,10,7,0,3,,,,Based on Book/Short Story,3707346,56940,Manhattan Pictures International
Gigli,18,R,121,Comedy,01aug2003,2003,2.3,90,19,5,66,54000000,,,Original Screenplay,6087542,1178667,Sony Pictures
Freaky Friday,70,PG,97,Fantasy,06aug2003,2003,7.9,41,36,1,4,26000000,,,Remake,110230332,50616000,Walt Disney Pictures
S.W.A.T.,45,PG-13,117,Action,08aug2003,2003,6.8,37,24,8,5,70000000,,,Based on TV,116934650,90790989,Sony Pictures
Grind,30,PG-13,105,Adventure,15aug2003,2003,7.5,31,23,1,7,,,,Original Screenplay,5123696,17470,Warner Bros.
Open Range,67,R,139,Drama,15aug2003,2003,7.2,46,35,0,11,26000000,,,Based on Book/Short Story,58331254,9965039,Walt Disney Pictures
American Splendor,90,TV-MA,101,Biography,15aug2003,2003,8,55,46,2,7,2000000,,,Based on Comic/Graphic Novel,6010990,1975094,Fine Line
Passionada,53,PG-13,108,Drama,15aug2003,2003,7.9,8,7,0,1,,,,Original Screenplay,540833,,Samuel Goldwyn Films
Uptown Girls,33,PG-13,92,Drama,15aug2003,2003,3.5,34,12,1,21,,,,Original Screenplay,37182494,7434848,MGM
The Battle of Shaker Heights,33,PG-13,79,Drama,22aug2003,2003,5.1,16,8,1,7,1000000,,,Original Screenplay,280351,,Miramax
Green Card Fever,31,,100,Drama,22aug2003,2003,7.2,25,19,0,6,,,,,125596,,Net Effect
Dog Days,66,Unrated,121,Drama,22aug2003,2003,8.199999999999999,6,5,0,1,,,,,13031,,Leisure Time Features
Marci X,20,R,84,Comedy,22aug2003,2003,3.6,8,3,0,5,20000000,,,Original Screenplay,1648818,26888,Paramount Pictures
The Backyard,61,Unrated,80,Documentary,29aug2003,2003,,2,1,1,0,,,,Based on Real Life Events,3200,,Hiqi Media
Civil Brand,29,R,95,Drama,29aug2003,2003,,3,0,1,2,500000,,,Original Screenplay,254293,,Lionsgate
Party Monster,36,TV-MA,98,Biography,05sep2003,2003,7.7,26,21,0,5,5000000,,,Based on Real Life Events,742898,151132,ContentFilm
The Order,21,R,102,Action,05sep2003,2003,5.5,14,8,2,4,35000000,,,Original Screenplay,7660806,3900000,20th Century Fox
Dickie Roberts: Former Child Star,36,PG-13,98,Comedy,05sep2003,2003,5.3,25,13,1,11,17000000,,,Original Screenplay,22738671,1055977,Paramount Pictures
Home Room,43,R,133,Drama,05sep2003,2003,8.5,8,7,0,1,,,,,5216,,Innovation Film Group
Luster,40,,90,Drama,12sep2003,2003,9,4,4,0,0,,,,,24137,,TLA Releasing
Lost in Translation,89,R,102,Drama,12sep2003,2003,6.6,552,362,26,164,4000000,,,Original Screenplay,44585453,75138403,Focus Features
Matchstick Men,61,PG-13,116,Drama,12sep2003,2003,6.9,54,44,3,7,,,,Based on Book/Short Story,36906460,28659212,Warner Bros.
The Fighting Temptations,53,PG-13,123,Drama,19sep2003,2003,7.4,12,9,1,2,,,,Original Screenplay,30250745,2500076,Paramount Pictures
Secondhand Lions,52,PG,109,Drama,19sep2003,2003,7.8,22,18,2,2,30000000,,,Original Screenplay,42070939,5831627,New Line
Anything Else,43,R,108,Comedy,19sep2003,2003,6.2,25,16,3,6,18000000,,,Original Screenplay,3212310,10372765,Dreamworks SKG
Casa de los babys,55,R,95,Drama,19sep2003,2003,8.5,4,4,0,0,,,,Original Screenplay,478031,,IFC Films
Cold Creek Manor,37,R,118,Drama,19sep2003,2003,5.3,19,9,2,8,,,,Original Screenplay,21386011,7733423,Walt Disney Pictures
Duplex,50,PG-13,89,Comedy,26sep2003,2003,6.1,18,11,3,4,40000000,,,Original Screenplay,9692135,9630000,Miramax
The Rundown,59,PG-13,104,Action,26sep2003,2003,8.4,27,25,2,0,85000000,,,Original Screenplay,47726342,33190150,Universal
Under the Tuscan Sun,52,PG-13,113,Drama,26sep2003,2003,5.7,38,21,3,14,,,,Based on Book/Short Story,43610723,15268000,Walt Disney Pictures
Camera Obscura,39,,99,Drama,26sep2003,2003,8.5,6,5,1,0,,,,Original Screenplay,11384,,Fish Eye
Bubba Ho-tep,57,R,92,Mystery,26sep2003,2003,8.300000000000001,33,28,1,4,1000000,,,Based on Book/Short Story,1239183,,Vitagraph Films
Prey for Rock & Roll,48,R,104,Drama,26sep2003,2003,8.199999999999999,5,4,0,1,,,,,58040,,MAC Releasing
The School of Rock,82,PG-13,108,Comedy,03oct2003,2003,9.199999999999999,366,346,5,15,20000000,22000000,,Original Screenplay,81261177,50021772,Paramount Pictures
Wonderland,43,TV-MA,104,Drama,03oct2003,2003,7.2,12,10,1,1,5500000,1100000,,Based on Real Life Events,1060512,1405932,Lionsgate
Out of Time,63,R,105,Drama,03oct2003,2003,4.4,32,15,2,15,50000000,,,Original Screenplay,41088845,14406718,MGM
Mystic River,84,R,138,Drama,08oct2003,2003,5.8,272,154,30,88,30000000,,,Based on Book/Short Story,90135191,66686829,Warner Bros.
Girls Will Be Girls,52,R,79,Comedy,10oct2003,2003,8.800000000000001,12,11,0,1,,,,,148047,,IFC Films
Intolerable Cruelty,71,PG-13,100,Comedy,10oct2003,2003,5,73,39,7,27,60000000,,,Original Screenplay,35327628,84889781,Universal
Good Boy!,49,PG,87,Drama,10oct2003,2003,5.7,9,5,2,2,17000000,,,Based on Book/Short Story,37667746,7644471,MGM
Dopamine,52,R,79,Drama,10oct2003,2003,,0,0,0,0,,,,,69544,,Sundance Film Series
Pieces of April,70,PG-13,80,Drama,17oct2003,2003,7.3,18,14,1,3,300000,,,Original Screenplay,2528664,743364,MGM
Runaway Jury,61,PG-13,127,Drama,17oct2003,2003,4.3,56,27,3,26,,,,Based on Book/Short Story,49443628,30710512,20th Century Fox
Beyond Borders,32,R,127,Adventure,24oct2003,2003,4.7,15,6,2,7,60000000,,,Original Screenplay,4430101,7274901,Paramount Pictures
Elephant,70,R,81,Drama,24oct2003,2003,6.3,89,57,4,28,,,,Original Screenplay,1266955,8745067,Fine Line
Brother Bear,48,G,85,Adventure,24oct2003,2003,7.1,32,23,3,6,,,,Original Screenplay,85336277,165061521,Walt Disney Pictures
Last Party 2000,37,,90,Documentary,24oct2003,2003,,0,0,0,0,1000000,,,,0,,Film Movement
The Singing Detective,45,R,109,Mystery,24oct2003,2003,7.3,6,4,2,0,8000000,,,Based on TV,337174,188291,Paramount Pictures
Radio,38,PG,109,Drama,24oct2003,2003,7.8,58,45,4,9,35000000,,,Based on Real Life Events,52333738,959890,Sony Pictures
Girlhood,69,,82,Documentary,29oct2003,2003,9,9,8,0,1,,,,Based on Real Life Events,37977,,Wellspring
Shattered Glass,73,TV-14,94,Drama,31oct2003,2003,8.6,15,15,0,0,6000000,,,Based on Real Life Events,2220008,724744,Lionsgate
Elf,64,PG,97,Fantasy,07nov2003,2003,7.9,81,70,6,5,32000000,30000000,,Original Screenplay,173398518,47044933,New Line
Martin & Orloff,48,,87,Comedy,07nov2003,2003,,2,1,0,1,,,,,34222,14651,Spit and Glue
Billabong Odyssey,50,PG,88,Action,07nov2003,2003,8.4,8,7,0,1,,,,Based on Real Life Events,156000,,Arenaplex
My Architect,81,,116,Biography,12nov2003,2003,8.800000000000001,12,11,1,0,,,,Based on Real Life Events,2750707,619126,New Yorker
Looney Tunes: Back in Action,64,PG,91,Adventure,14nov2003,2003,6,23,12,5,6,80000000,25000000,,Based on Short Film,20991364,47523480,Warner Bros.
A House on a Hill,53,,89,Drama,14nov2003,2003,,0,0,0,0,,,,,984,,Abramorama
Master and Commander: The Far Side of the World,81,PG-13,138,Action,14nov2003,2003,5.7,414,239,18,157,135000000,,,Based on Book/Short Story,93927920,118083191,20th Century Fox
Red Betsy,57,PG,98,Drama,14nov2003,2003,,1,1,0,0,,,,,164520,,Lang Films
One from the Heart (re-release),57,R,107,Drama,14nov2003,2003,5.6,7,4,0,3,,,,Original Screenplay,636796,,Sony Pictures
The Missing,55,R,137,Adventure,19nov2003,2003,5.4,26,15,3,8,65000000,,,Based on Book/Short Story,27011180,11353097,Sony Pictures
The Cat in the Hat,19,PG,82,Adventure,21nov2003,2003,2.5,123,28,7,88,109000000,,,Based on Book/Short Story,101149285,32811256,Universal
21 Grams,70,R,124,Drama,21nov2003,2003,7.8,101,86,3,12,20000000,,,Original Screenplay,16290476,44137363,Focus Features
Gothika,38,R,98,Mystery,21nov2003,2003,4.8,52,25,7,20,,,,Original Screenplay,59694580,81896744,Warner Bros.
Acts of Worship,58,R,94,Drama,21nov2003,2003,,2,2,0,0,,,,Original Screenplay,9377,,Manifesto Films
Bad Santa,70,Unrated,91,Drama,26nov2003,2003,7.3,107,85,5,17,18000000,,,Original Screenplay,60060328,16428561,Miramax/Dimension
The Cooler,69,TV-MA,101,Drama,26nov2003,2003,6.7,35,23,8,4,4000000,,,Original Screenplay,8291572,2173216,Lionsgate
The Haunted Mansion,34,PG,88,Mystery,26nov2003,2003,4.6,27,12,5,10,,,,Disney Ride,75847266,106443000,Walt Disney Pictures
The Legend of Leigh Bowery,65,,60,Documentary,28nov2003,2003,9.800000000000001,4,4,0,0,,,,,11989,,Palm Pictures
My Flesh and Blood,78,Unrated,83,Documentary,28nov2003,2003,9.6,23,22,0,1,,,,,40573,,Strand
The Last Samurai,55,R,154,Action,05dec2003,2003,7.3,198,154,7,37,120000000,50000000,,Original Screenplay,111127263,345631718,Warner Bros.
Honey,37,PG-13,94,Drama,05dec2003,2003,6.5,32,21,1,10,18000000,,,Original Screenplay,30308417,31919978,Universal
Big Fish,58,PG-13,125,Adventure,10dec2003,2003,8.199999999999999,164,142,8,14,70000000,,,Based on Book/Short Story,66809693,56109362,Sony Pictures
Stuck on You,62,PG-13,118,Comedy,12dec2003,2003,6.5,25,19,0,6,55000000,,,Original Screenplay,33832741,31951762,20th Century Fox
Power Trip,75,Unrated,86,Documentary,12dec2003,2003,,0,0,0,0,,,,Based on Real Life Events,39359,,Artistic License
Something's Gotta Give,66,PG-13,128,Comedy,12dec2003,2003,6.5,43,29,3,11,80000000,,,Original Screenplay,124728738,142000000,Sony Pictures
Prisoner of Paradise,70,,96,Biography,12dec2003,2003,,2,2,0,0,,,,,0,,
Love Don't Cost a Thing,37,PG-13,100,Drama,12dec2003,2003,7.9,27,22,1,4,,,,Remake,21924226,,Warner Bros.
Mona Lisa Smile,45,PG-13,117,Drama,19dec2003,2003,4.9,56,30,1,25,65000000,,,Original Screenplay,63860942,77477047,Sony Pictures
House of Sand and Fog,71,R,126,Drama,19dec2003,2003,7.8,74,63,2,9,16500000,,,Based on Book/Short Story,13040288,3902507,Dreamworks SKG
The Hebrew Hammer,41,Unrated,85,Comedy,19dec2003,2003,7.4,5,4,0,1,,,,,82157,,Cowboy Pictures
Monster,74,R,109,Biography,24dec2003,2003,6.8,79,57,8,14,5000000,,,Based on Real Life Events,34469210,25909374,Newmarket Films
Paycheck,43,PG-13,119,Action,25dec2003,2003,5.6,33,18,5,10,60000000,,,Based on Book/Short Story,53790451,42479361,Paramount Pictures
Cold Mountain,73,R,154,Drama,25dec2003,2003,4.5,218,97,9,112,80000000,,,Based on Book/Short Story,95636509,77377000,Miramax
My Baby's Daddy,23,PG-13,86,Comedy,09jan2004,2004,5,9,4,1,4,12000000,,,Original Screenplay,17669317,821106,Miramax
Chasing Liberty,46,PG-13,111,Comedy,09jan2004,2004,7.8,9,8,1,0,23000000,,,Original Screenplay,12195626,117697,Warner Bros.
Along Came Polly,44,PG-13,90,Comedy,16jan2004,2004,3.8,41,12,7,22,42000000,25000000,,Original Screenplay,88097164,83866222,Universal
Made-Up,52,PG-13,96,Drama,23jan2004,2004,,3,3,0,0,,,,,79766,,
The Perfect Score,35,PG-13,93,Comedy,30jan2004,2004,5.8,16,10,2,4,,,,Original Screenplay,10391003,485802,Paramount Pictures
The Big Bounce,42,R,88,Thriller,30jan2004,2004,2.1,9,1,1,7,50000000,,,Based on Book/Short Story,6489476,319074,Warner Bros.
Eat This New York,60,Unrated,80,Documentary,30jan2004,2004,,1,1,0,0,,,,,24640,,Organic Pictures
You Got Served,37,PG-13,95,Drama,30jan2004,2004,7,87,61,3,23,8000000,,,Original Screenplay,40363810,8267751,Sony Pictures
Latter Days,45,Unrated,107,Drama,30jan2004,2004,8.4,37,32,3,2,850000,,,,834685,,TLA Releasing
Catch That Kid,33,PG,91,Action,06feb2004,2004,6.8,9,6,0,3,18000000,,,Remake,16703799,226963,20th Century Fox
Miracle,68,PG,135,Drama,06feb2004,2004,8.4,43,37,3,3,28000000,,,Based on Real Life Events,64378093,67615,Walt Disney Pictures
The Lost Skeleton of Cadavra,45,PG,90,Sci-Fi,06feb2004,2004,8.6,10,9,1,0,,,,,143121,,Sony Repertory
50 First Dates,48,R,99,Comedy,13feb2004,2004,6.8,89,64,12,13,75000000,30000000,,Original Screenplay,120908074,75574808,Sony Pictures
Love Object,45,R,88,Drama,13feb2004,2004,9,5,5,0,0,,,,,6028,,Vitagraph Films
Robot Stories,66,,85,Sci-Fi,13feb2004,2004,8,5,5,0,0,,,,,131451,,Pak Films
Lost Boys of Sudan,78,Unrated,87,Documentary,18feb2004,2004,8.800000000000001,4,4,0,0,,,,Based on Real Life Events,188467,,Shadow
EuroTrip,45,Unrated,93,Adventure,20feb2004,2004,7.9,63,52,2,9,25000000,,,Original Screenplay,17771387,3025460,Dreamworks SKG
Clifford's Really Big Movie,49,G,73,Animation,20feb2004,2004,8.300000000000001,6,5,1,0,,,,Based on Book/Short Story,2922354,333072,Warner Bros.
Against the Ropes,36,PG-13,111,Biography,20feb2004,2004,2,9,2,0,7,39000000,,,Based on Real Life Events,5884190,730090,Paramount Pictures
The Passion of the Christ,47,Unrated,127,Drama,25feb2004,2004,6.1,686,415,27,244,25000000,10000000,,Based on Religious Text,370274604,241116490,Newmarket Films
Confessions of a Burning Man,37,,83,Documentary,27feb2004,2004,,2,0,0,2,,,,,0,,
Greendale,52,,87,Drama,27feb2004,2004,6,5,3,0,2,,,,,255947,,Shakey Pictures
Club Dread,45,R,104,Thriller,27feb2004,2004,5.4,19,9,3,7,8500000,,,Original Screenplay,5001708,2564099,Fox Searchlight
Risk/Reward,58,,88,Documentary,27feb2004,2004,9.699999999999999,6,6,0,0,,,,,2517,,Organic Pictures
Starsky & Hutch,55,PG-13,101,Action,05mar2004,2004,6.1,56,38,7,11,60000000,25000000,,Based on TV,88237754,82030996,Warner Bros.
Hidalgo,54,PG-13,136,Action,05mar2004,2004,6.4,40,28,2,10,78000000,44000000,,Original Screenplay,67303450,40800000,Walt Disney Pictures
Secret Window,46,PG-13,96,Mystery,12mar2004,2004,6.2,59,38,6,15,40000000,,,Based on Book/Short Story,48022900,44890271,Sony Pictures
Maestro,36,,89,Documentary,12mar2004,2004,,0,0,0,0,,,,,25315,,Artrution
Games People Play: New York,32,Not Rated,97,Comedy,12mar2004,2004,7,4,3,0,1,,,,,113622,,Artistic License
NASCAR: The IMAX Experience,58,PG,40,Documentary,12mar2004,2004,7.3,9,7,0,2,,,,Based on Real Life Events,21583831,665000,Warner Bros.
Divan,71,,90,Documentary,17mar2004,2004,,1,1,0,0,,,,Based on Real Life Events,56214,,Zeitgeist
Dawn of the Dead,58,Unrated,101,Drama,19mar2004,2004,7.5,138,111,11,16,28000000,,,Remake,59020957,43335424,Universal
The Gatekeeper,48,R,103,Drama,19mar2004,2004,,0,0,0,0,,,,,312434,,Gatekeeper
Intermission,64,,105,Drama,19mar2004,2004,7.1,10,7,2,1,,,,Original Screenplay,896993,3959305,IFC Films
Eternal Sunshine of the Spotless Mind,89,R,108,Drama,19mar2004,2004,8.800000000000001,458,418,6,34,20000000,,,Based on Book/Short Story,34400301,37857825,Focus Features
Taking Lives,38,Unrated,103,Mystery,19mar2004,2004,6.5,23,15,4,4,,,,Based on Book/Short Story,32682342,32788187,Warner Bros.
Mayor of the Sunset Strip,71,R,94,Biography,26mar2004,2004,9.300000000000001,9,9,0,0,,,,Based on Real Life Events,257315,,First Look
Never Die Alone,38,R,88,Action,26mar2004,2004,8.4,9,8,0,1,,,,Based on Book/Short Story,5645298,277702,Fox Searchlight
Jersey Girl,43,R,102,Drama,26mar2004,2004,7.7,44,37,1,6,35000000,,,Original Screenplay,25268157,10830225,Miramax
The Ladykillers,56,R,104,Thriller,26mar2004,2004,5.2,55,25,11,19,35000000,,,Remake,39799191,36948250,Walt Disney Pictures
Walking Tall,44,PG-13,86,Action,02apr2004,2004,5.4,21,8,6,7,56000000,,,Remake,46437717,10786173,MGM
The Prince and Me,47,PG,111,Comedy,02apr2004,2004,7.5,17,13,1,3,30000000,,,Original Screenplay,28176497,9490269,Paramount Pictures
Home on the Range,50,PG,76,Western,02apr2004,2004,4,17,4,4,9,110000000,,,Original Screenplay,50030461,53921000,Walt Disney Pictures
The Alamo,47,PG-13,137,Drama,09apr2004,2004,5.8,36,21,3,12,92000000,,,Based on Real Life Events,22414961,3405000,Walt Disney Pictures
The Girl Next Door,47,Unrated,108,Drama,09apr2004,2004,7.4,45,36,2,7,25000000,26000000,,Original Screenplay,14589444,15821739,20th Century Fox
Ella Enchanted,53,PG,96,Fantasy,09apr2004,2004,6.9,30,22,2,6,35000000,,,Based on Book/Short Story,22918387,4470380,Miramax
Showboy,37,,93,Comedy,09apr2004,2004,7.6,5,4,0,1,,,,,34646,,Regent Releasing
Shade,40,R,95,Thriller,09apr2004,2004,7,13,10,0,3,6800000,,,,25032,434066,RKO
Lana's Rain,40,Unrated,107,Drama,16apr2004,2004,,0,0,0,0,,,,,44287,,ISA Releasing
Annie Get Your Gun (re-release),77,Passed,107,Biography,16apr2004,2004,,3,3,0,0,3768785,,,Based on Book/Short Story,8000000,,MGM
Gypsy 83,47,R,94,Drama,16apr2004,2004,7.3,8,6,0,2,,,,,29367,,Small Planet
13 Going on 30,57,PG-13,98,Fantasy,23apr2004,2004,6.4,54,38,8,8,30000000,,,Original Screenplay,57231747,39223950,Sony Pictures
The Agronomist,82,PG-13,90,Documentary,23apr2004,2004,8.800000000000001,4,4,0,0,,,,Based on Real Life Events,226189,28157,ThinkFilm
Man on Fire,47,R,146,Action,23apr2004,2004,8.300000000000001,129,116,4,9,60000000,,,Remake,77911774,52381940,20th Century Fox
MC5*: A True Testimonial,75,,120,Documentary,23apr2004,2004,,3,3,0,0,,,,,10888,2241,Avatar
Faster,57,PG-13,103,Documentary,23apr2004,2004,,2,2,0,0,,,,,16265,,Slamdance on the Road
Justice,47,,80,Drama,28apr2004,2004,,2,2,0,0,,,,,39895,,Jujitsu Films
High Noon (re-release),89,Passed,85,Drama,30apr2004,2004,8.199999999999999,10,10,0,0,730000,,,,8000000,,United Artists
Godsend,24,PG-13,102,Drama,30apr2004,2004,4,28,8,6,14,30000000,30000000,,Original Screenplay,14379751,15734736,Lionsgate
Bobby Jones: Stroke of Genius,45,PG,120,Biography,30apr2004,2004,,0,0,0,0,17000000,,,Original Screenplay,2694071,13842,Film Foundry
Envy,31,PG-13,99,Comedy,30apr2004,2004,4.5,22,10,3,9,20000000,,,Original Screenplay,13562325,1019440,Dreamworks SKG
Mean Girls,66,TV-14,97,Drama,30apr2004,2004,8,138,118,8,12,18000000,25000000,,Based on Book/Short Story,86058055,42984816,Paramount Pictures
People Say I'm Crazy,69,,84,Documentary,30apr2004,2004,8.5,4,4,0,0,,,,Based on Real Life Events,15679,,Palo Alto Pictures
Off the Lip,30,R,87,Adventure,07may2004,2004,,0,0,0,0,,,,,15217,,Hannover House
A Foreign Affair,53,PG-13,94,Drama,07may2004,2004,,2,2,0,0,,,,Original Screenplay,28909,,Innovation Film Group
Van Helsing,35,PG-13,131,Action,07may2004,2004,5.1,155,70,25,60,170000000,50900000,,Original Screenplay,120177084,180080391,Universal
Seeing Other People,51,R,90,Comedy,07may2004,2004,,3,3,0,0,,,,,87923,,Lantern Lane Entertainment
The Mudge Boy,62,R,94,Drama,07may2004,2004,8.5,13,12,1,0,800000,,,Original Screenplay,62852,,Strand
New York Minute,33,PG,91,Comedy,07may2004,2004,5.5,15,7,1,7,40000000,,,Original Screenplay,14071441,7218385,Warner Bros.
A Day Without a Mexican,30,R,100,Drama,14may2004,2004,4.6,24,10,3,11,,,,Original Screenplay,4179890,5877131,Televisa Cine
Breakin' All the Rules,46,PG-13,85,Comedy,14may2004,2004,,0,0,0,0,9000000,,,Original Screenplay,12264319,279935,20th Century Fox
The 24th Day,29,R,92,Thriller,14may2004,2004,8.199999999999999,13,11,0,2,,,,Based on Play,14460,,Screen Media Films
Troy,56,R,163,Action,14may2004,2004,6.5,191,132,24,35,150000000,45800000,,Based on Book/Short Story,133378256,364031596,Warner Bros.
Coffee and Cigarettes,65,R,95,Drama,14may2004,2004,5.3,33,16,6,11,,,,Original Screenplay,2198924,5730383,MGM
Control Room,79,,84,Documentary,21may2004,2004,8.1,28,24,1,3,,,,Based on Real Life Events,2589616,135210,Magnolia Pictures
Frankie and Johnny Are Married,44,R,95,Comedy,26may2004,2004,,0,0,0,0,,,,,22900,,IFC Films
Raising Helen,38,PG-13,119,Drama,26may2004,2004,6.8,30,20,2,8,50000000,,,Original Screenplay,37486512,12232099,Walt Disney Pictures
Saved!,62,PG-13,92,Drama,28may2004,2004,7.4,31,25,3,3,5000000,,,Original Screenplay,8940582,1216351,MGM
Bukowski: Born into This,77,R,130,Biography,28may2004,2004,8.4,13,11,1,1,,,,Based on Real Life Events,318816,10281,Magnolia Pictures
Gettin' the Man's Foot Outta Your Baadasssss!,75,R,108,Biography,28may2004,2004,8.300000000000001,10,10,0,0,,,,Based on Book/Short Story,365727,,Sony Pictures Classics
The Day After Tomorrow,47,PG-13,124,Action,28may2004,2004,5.8,195,114,26,55,125000000,43700000,,Original Screenplay,186740799,357531603,20th Century Fox
Carlos Castaneda: Enigma of a Sorcerer,32,,91,Documentary,02jun2004,2004,,1,1,0,0,,,,Based on Real Life Events,107040,809,Indican Pictures
Napoleon Dynamite,64,PG,82,Comedy,11jun2004,2004,7.9,503,399,20,84,400000,3000000,,Based on Short Film,44540956,1577141,Fox Searchlight
"Broadway: The Golden Age, by the Legends Who Were There",72,Unrated,111,Documentary,11jun2004,2004,8.300000000000001,6,5,0,1,,,,Based on Real Life Events,353580,,First Independent/Dada Films
The Stepford Wives,42,PG-13,93,Thriller,11jun2004,2004,3.2,62,20,7,35,100000000,46700000,,Remake,59484742,42516884,Paramount Pictures
Grand Theft Parsons,46,PG-13,88,Drama,18jun2004,2004,7.1,11,8,1,2,,,,Based on Real Life Events,0,3438,Swipe Films
Saints and Sinners,57,,80,Documentary,18jun2004,2004,,0,0,0,0,,,,Based on Real Life Events,3826,,Avatar
Dodgeball: A True Underdog Story,55,Unrated,92,Comedy,18jun2004,2004,7.2,123,92,11,20,30000000,30000000,,Original Screenplay,114326736,53395574,20th Century Fox
The Terminal,55,PG-13,128,Drama,18jun2004,2004,7.1,121,90,10,21,75000000,45200000,,Based on Real Life Events,77872883,141544372,Dreamworks SKG
The Hunting of the President,53,,90,Documentary,18jun2004,2004,8,5,4,0,1,,,,Based on Book/Short Story,376612,,Regent Releasing
Fahrenheit 9/11,67,R,122,Documentary,23jun2004,2004,6.2,471,300,18,153,6000000,12000000,,Based on Real Life Events,119194771,103252111,Lionsgate
White Chicks,41,Unrated,109,Comedy,23jun2004,2004,5.2,68,36,3,29,20000000,,,Original Screenplay,70831760,42254715,Sony Pictures
The Notebook,53,PG-13,123,Drama,25jun2004,2004,8.4,146,125,9,12,30000000,25000000,,Based on Book/Short Story,81001787,34601442,New Line
America's Heart and Soul,55,,84,Documentary,02jul2004,2004,5.4,13,7,0,6,,,,Based on Real Life Events,314402,,Walt Disney Pictures
The Clearing,60,R,95,Drama,02jul2004,2004,7.1,22,17,3,2,,,,Original Screenplay,5763875,6756924,Fox Searchlight
De-Lovely,53,PG-13,125,Biography,02jul2004,2004,7.2,41,28,9,4,4000000,,,Based on Real Life Events,13456633,5155318,MGM
King Arthur,46,Open,126,Action,07jul2004,2004,5.6,74,41,12,21,90000000,44400000,,Traditional/Legend/Fairytale,51882244,151685613,Walt Disney Pictures
Anchorman: The Legend of Ron Burgundy,63,Unrated,94,Comedy,09jul2004,2004,7.1,187,141,11,35,25000000,40000000,,Original Screenplay,85288303,5285885,Dreamworks SKG
Riding Giants,80,PG-13,105,Documentary,09jul2004,2004,8.5,4,4,0,0,2600000,,,Based on Real Life Events,2276368,939743,Sony Pictures
Metallica: Some Kind of Monster,74,R,141,Documentary,09jul2004,2004,8.5,36,31,1,4,,1000000,,Based on Real Life Events,1222708,786379,IFC Films
Let's Get Frank,54,Unrated,75,Documentary,14jul2004,2004,,1,1,0,0,,,,Based on Real Life Events,10440,,Random Productions
The Door in the Floor,67,R,111,Drama,14jul2004,2004,7.4,25,20,0,5,,,,Based on Book/Short Story,3854624,2860443,Focus Features
"I, Robot",59,PG-13,115,Action,16jul2004,2004,6.9,194,145,18,31,105000000,42000000,,Based on Book/Short Story,144801023,202433893,20th Century Fox
Flavors,46,,118,Comedy,16jul2004,2004,9.300000000000001,4,4,0,0,,,,,93370,,Net Effect
A Cinderella Story,25,PG,95,Comedy,16jul2004,2004,5.4,67,36,5,26,19000000,,,Traditional/Legend/Fairytale,51438175,18629734,Warner Bros.
Freestyle: The Art of Rhyme,63,,60,Documentary,16jul2004,2004,7,4,3,0,1,,,,Based on Real Life Events,12600,,Palm/Manga
Orwell Rolls in His Grave,49,Unrated,84,Documentary,23jul2004,2004,,2,1,0,1,,,,Based on Real Life Events,20389,,Sky Harbor Basement
A Home at the End of the World,59,R,97,Drama,23jul2004,2004,6.8,19,12,2,5,6500000,,,Based on Book/Short Story,1029872,519083,Warner Independent
Catwoman,27,PG-13,104,Action,23jul2004,2004,3.7,98,31,6,61,100000000,,,Based on Comic/Graphic Novel,40202379,41900000,Warner Bros.
She Hate Me,28,R,138,Drama,28jul2004,2004,5.1,15,9,0,6,,,,Original Screenplay,366037,1156340,Sony Pictures
Garden State,67,TV-MA,102,Drama,28jul2004,2004,8.1,169,144,4,21,2500000,5000000,,Original Screenplay,26782316,9043000,Fox Searchlight
The Village,44,PG-13,108,Mystery,30jul2004,2004,5.7,270,150,27,93,71682975,44400000,,Original Screenplay,114197520,142500000,Walt Disney Pictures
Proteus,47,,97,Drama,30jul2004,2004,,3,3,0,0,,,,,1246,,Strand
The Manchurian Candidate,76,R,129,Drama,30jul2004,2004,6.1,78,48,9,21,80000000,47100000,,Remake,65955630,30150334,Paramount Pictures
Serpico (re-release),87,R,130,Biography,06aug2004,2004,8.6,16,16,0,0,,,,Based on Book/Short Story,0,,
Collateral,71,R,120,Drama,06aug2004,2004,7.5,132,109,12,11,60000000,40000000,,Original Screenplay,101005703,116758588,Dreamworks SKG
